dataset_id,link,tags,description
jaeyong2/viet-persona-cot-inst,https://huggingface.co/datasets/jaeyong2/viet-persona-cot-inst,"['language:vi', 'license:cc-by-nc-sa-4.0', 'size_categories:100K<n<1M', 'format:parquet', 'modality:text', 'library:datasets', 'library:dask', 'library:mlcroissant', 'library:polars', 'region:us']",">>> from datasets import load_dataset

>>> ds = load_dataset(""jaeyong2/viet-persona-cot-inst"", split=""train"")
>>> ds
Dataset({
    features: ['content', 'text'],
    num_rows: 750000
})


	
		
	
	
		Development Process
	


load Question dataset from jaeyong2/persona-inst
We used Qwen/Qwen2-72B-Instruct model to generate answer with COT.


	
	
	
		License
	


Qwen/Qwen2.5-72B-Instruct : https://huggingface.co/Qwen/Qwen2-72B-Instruct/blob/main/LICENSE
proj-persona/PersonaHub :… See the full description on the dataset page: https://huggingface.co/datasets/jaeyong2/viet-persona-cot-inst."
jaeyong2/ko-persona-cot-inst,https://huggingface.co/datasets/jaeyong2/ko-persona-cot-inst,"['language:ko', 'size_categories:100K<n<1M', 'format:parquet', 'modality:text', 'library:datasets', 'library:dask', 'library:mlcroissant', 'library:polars', 'region:us']","
	
		
		How to use
	

>>> from datasets import load_dataset

>>> ds = load_dataset(""jaeyong2/ko-persona-cot-inst"", split=""train"")
>>> ds
Dataset({
    features: ['content', 'text'],
    num_rows: 240000
})


	
		
	
	
		Development Process
	


load Question dataset from jaeyong2/persona-inst
We used Qwen/Qwen2-72B-Instruct model to generate answer with COT.


	
	
	
		License
	


Qwen/Qwen2.5-72B-Instruct : https://huggingface.co/Qwen/Qwen2-72B-Instruct/blob/main/LICENSE
proj-persona/PersonaHub… See the full description on the dataset page: https://huggingface.co/datasets/jaeyong2/ko-persona-cot-inst."
jaeyong2/ja-rag-cot,https://huggingface.co/datasets/jaeyong2/ja-rag-cot,"['language:ja', 'license:cc-by-sa-3.0', 'size_categories:100K<n<1M', 'format:parquet', 'modality:text', 'library:datasets', 'library:dask', 'library:mlcroissant', 'library:polars', 'region:us']",">>> from datasets import load_dataset

>>> ds = load_dataset(""jaeyong2/ja-rag-cot"", split=""train"")
>>> ds
Dataset({
    features: ['context', 'Question', 'RAW Ground Truth', 'Thinking', 'Final Answer'],
    num_rows: 209496
})


	
		
	
	
		Development Process
	


source dataset from range3/wikipedia-ja-20230101
We used Qwen/Qwen2-72B-Instruct model to generate answer with COT.


	
	
	
		License
	


Qwen/Qwen2.5-72B-Instruct : https://huggingface.co/Qwen/Qwen2-72B-Instruct/blob/main/LICENSE… See the full description on the dataset page: https://huggingface.co/datasets/jaeyong2/ja-rag-cot."
jaeyong2/vi-rag-cot,https://huggingface.co/datasets/jaeyong2/vi-rag-cot,"['language:vi', 'size_categories:100K<n<1M', 'format:parquet', 'modality:text', 'library:datasets', 'library:dask', 'library:mlcroissant', 'library:polars', 'region:us']",">>> from datasets import load_dataset

>>> ds = load_dataset(""jaeyong2/vi-rag-cot"", split=""train"")
>>> ds
Dataset({
    features: ['context', 'Question', 'RAW Ground Truth', 'Thinking', 'Final Answer'],
    num_rows: 160098
})


	
		
	
	
		Development Process
	


source dataset from vietgpt/news_summarization_vi and vietgpt/wikipedia_vi
We used Qwen/Qwen2-72B-Instruct model to generate answer with COT.
	
		
		License
	


Qwen/Qwen2.5-72B-Instruct :… See the full description on the dataset page: https://huggingface.co/datasets/jaeyong2/vi-rag-cot."
jaeyong2/id-rag-cot,https://huggingface.co/datasets/jaeyong2/id-rag-cot,"['language:id', 'size_categories:100K<n<1M', 'format:parquet', 'modality:text', 'library:datasets', 'library:dask', 'library:mlcroissant', 'library:polars', 'region:us']",">>> from datasets import load_dataset

>>> ds = load_dataset(""jaeyong2/id-rag-cot"", split=""train"")
>>> ds
Dataset({
    features: ['context', 'Question', 'RAW Ground Truth', 'Thinking', 'Final Answer'],
    num_rows: 139215
})


	
		
	
	
		Development Process
	


source dataset from indonesian-nlp/wikipedia-id and community-datasets/id_newspapers_2018
We used Qwen/Qwen2-72B-Instructmodel to generate answer with COT.


	
		
		License
	


Qwen/Qwen2.5-72B-Instruct :… See the full description on the dataset page: https://huggingface.co/datasets/jaeyong2/id-rag-cot."
jaeyong2/thai-rag-cot,https://huggingface.co/datasets/jaeyong2/thai-rag-cot,"['language:th', 'license:cc-by-sa-3.0', 'size_categories:100K<n<1M', 'format:parquet', 'modality:text', 'library:datasets', 'library:dask', 'library:mlcroissant', 'library:polars', 'region:us']",">>> from datasets import load_dataset

>>> ds = load_dataset(""jaeyong2/thai-rag-cot"", split=""train"")
>>> ds
Dataset({
    features: ['context', 'Question', 'RAW Ground Truth', 'Thinking', 'Final Answer'],
    num_rows: 176357
})


	
		
	
	
		Development Process
	


source dataset from pythainlp/prd_news_30112023 and pythainlp/thai-wiki-dataset-v3
We used Qwen/Qwen2-72B-Instruct model to generate answer with COT.
	
		
		License
	


Qwen/Qwen2.5-72B-Instruct :… See the full description on the dataset page: https://huggingface.co/datasets/jaeyong2/thai-rag-cot."
jaeyong2/hi-rag-cot,https://huggingface.co/datasets/jaeyong2/hi-rag-cot,"['language:hi', 'license:apache-2.0', 'size_categories:10K<n<100K', 'format:parquet', 'modality:text', 'library:datasets', 'library:pandas', 'library:mlcroissant', 'library:polars', 'region:us']",">>> from datasets import load_dataset

>>> ds = load_dataset(""jaeyong2/hi-rag-cot"", split=""train"")
>>> ds
Dataset({
    features: ['context', 'Question', 'RAW Ground Truth', 'Thinking', 'Final Answer'],
    num_rows: 19083
})


	
		
	
	
		Development Process
	


source dataset from Cohere/wikipedia-22-12-hi-embeddings
We used Qwen/Qwen2-72B-Instruct model to generate answer with COT.


	
	
	
		License
	


Qwen/Qwen2.5-72B-Instruct :… See the full description on the dataset page: https://huggingface.co/datasets/jaeyong2/hi-rag-cot."
jaeyong2/ja_sample_sft_data,https://huggingface.co/datasets/jaeyong2/ja_sample_sft_data,"['size_categories:100K<n<1M', 'format:parquet', 'modality:text', 'library:datasets', 'library:dask', 'library:mlcroissant', 'library:polars', 'region:us']",
jaeyong2/vi_sample_sft_data,https://huggingface.co/datasets/jaeyong2/vi_sample_sft_data,"['size_categories:100K<n<1M', 'format:parquet', 'modality:text', 'library:datasets', 'library:dask', 'library:mlcroissant', 'library:polars', 'region:us']",
jaeyong2/thai_sample_sft_data,https://huggingface.co/datasets/jaeyong2/thai_sample_sft_data,"['size_categories:100K<n<1M', 'format:parquet', 'modality:text', 'library:datasets', 'library:dask', 'library:mlcroissant', 'library:polars', 'region:us']",
jaeyong2/hi_sample_sft_data,https://huggingface.co/datasets/jaeyong2/hi_sample_sft_data,"['size_categories:100K<n<1M', 'format:parquet', 'modality:text', 'library:datasets', 'library:pandas', 'library:mlcroissant', 'library:polars', 'region:us']",
jaeyong2/id_sample_sft_data,https://huggingface.co/datasets/jaeyong2/id_sample_sft_data,"['size_categories:100K<n<1M', 'format:parquet', 'modality:text', 'library:datasets', 'library:dask', 'library:mlcroissant', 'library:polars', 'region:us']",
jaeyong2/Ko-emb-PreView,https://huggingface.co/datasets/jaeyong2/Ko-emb-PreView,"['language:ko', 'license:apache-2.0', 'size_categories:100K<n<1M', 'format:parquet', 'modality:text', 'library:datasets', 'library:dask', 'library:mlcroissant', 'library:polars', 'region:us']","
	
		
		Development Process
	


source dataset from daje/ko_wiki and maywell/korean_textbooks
We used Qwen/Qwen2-72B-Instruct model to generate answer with COT.


	
		
		License
	


Qwen/Qwen2.5-72B-Instruct : https://huggingface.co/Qwen/Qwen2-72B-Instruct/blob/main/LICENSE
maywell/korean_textbooks : https://choosealicense.com/licenses/apache-2.0/


	
		
		Acknowledgement
	

This research is supported by TPU Research Cloud program.
"
jaeyong2/Id-emb-PreView,https://huggingface.co/datasets/jaeyong2/Id-emb-PreView,"['language:id', 'size_categories:100K<n<1M', 'format:parquet', 'modality:text', 'library:datasets', 'library:pandas', 'library:mlcroissant', 'library:polars', 'region:us']","
	
		
		Development Process
	


source dataset from indonesian-nlp/wikipedia-id-20231101
We used Qwen/Qwen2-72B-Instruct model to generate answer with COT.


	
		
		License
	


Qwen/Qwen2.5-72B-Instruct : https://huggingface.co/Qwen/Qwen2-72B-Instruct/blob/main/LICENSE


	
		
		Acknowledgement
	

This research is supported by TPU Research Cloud program.
"
jaeyong2/Ja-emb-PreView,https://huggingface.co/datasets/jaeyong2/Ja-emb-PreView,"['language:ja', 'license:cc-by-sa-3.0', 'size_categories:100K<n<1M', 'format:parquet', 'modality:text', 'library:datasets', 'library:dask', 'library:mlcroissant', 'library:polars', 'region:us']","
	
		
		Development Process
	


source dataset from range3/wikipedia-ja-20230101
We used Qwen/Qwen2-72B-Instruct model to generate answer with COT.


	
		
		License
	


Qwen/Qwen2.5-72B-Instruct : https://huggingface.co/Qwen/Qwen2-72B-Instruct/blob/main/LICENSE
range3/wikipedia-ja-20230101 : https://spdx.org/licenses/CC-BY-SA-3.0 and https://huggingface.co/datasets/range3/wikipedia-ja-20230101


	
		
	
	
		Acknowledgement
	

This research is supported by TPU Research Cloud program.
"
jaeyong2/Thai-emb-PreView,https://huggingface.co/datasets/jaeyong2/Thai-emb-PreView,"['language:th', 'size_categories:10K<n<100K', 'format:parquet', 'modality:text', 'library:datasets', 'library:pandas', 'library:mlcroissant', 'library:polars', 'region:us']","
	
		
		Development Process
	


source dataset from indonesian-nlp/wikipedia-id-20231101
We used Qwen/Qwen2-72B-Instruct model to generate answer with COT.


	
		
		License
	


Qwen/Qwen2.5-72B-Instruct : https://huggingface.co/Qwen/Qwen2-72B-Instruct/blob/main/LICENSE


	
		
		Acknowledgement
	

This research is supported by TPU Research Cloud program.
"
jaeyong2/Viet-emb-PreView,https://huggingface.co/datasets/jaeyong2/Viet-emb-PreView,"['language:vi', 'size_categories:100K<n<1M', 'format:parquet', 'modality:text', 'library:datasets', 'library:dask', 'library:mlcroissant', 'library:polars', 'region:us']","
	
		
		Development Process
	


source dataset from DataStudio/Viet-wikipedia
We used Qwen/Qwen2-72B-Instruct model to generate answer with COT.


	
		
		License
	


Qwen/Qwen2.5-72B-Instruct : https://huggingface.co/Qwen/Qwen2-72B-Instruct/blob/main/LICENSE


	
		
		Acknowledgement
	

This research is supported by TPU Research Cloud program.
"
jaeyong2/Ko-functioncall,https://huggingface.co/datasets/jaeyong2/Ko-functioncall,"['language:ko', 'license:apache-2.0', 'size_categories:100K<n<1M', 'format:parquet', 'modality:text', 'library:datasets', 'library:dask', 'library:mlcroissant', 'library:polars', 'region:us']","
	
		
		Development Process
	


source dataset from daje/ko_wiki and maywell/korean_textbooks
We used Qwen/Qwen2-72B-Instruct model to generate answer with COT.


	
		
		License
	


Qwen/Qwen2.5-72B-Instruct : https://huggingface.co/Qwen/Qwen2-72B-Instruct/blob/main/LICENSE
maywell/korean_textbooks : https://choosealicense.com/licenses/apache-2.0/


	
		
		Acknowledgement
	

This research is supported by TPU Research Cloud program.
"
jaeyong2/Ja-functioncall,https://huggingface.co/datasets/jaeyong2/Ja-functioncall,"['language:ja', 'license:cc-by-sa-3.0', 'size_categories:100K<n<1M', 'format:parquet', 'modality:text', 'library:datasets', 'library:dask', 'library:mlcroissant', 'library:polars', 'region:us']","
	
		
		Development Process
	


source dataset from range3/wikipedia-ja-20230101
We used Qwen/Qwen2-72B-Instruct model to generate function.


	
		
		License
	


Qwen/Qwen2.5-72B-Instruct : https://huggingface.co/Qwen/Qwen2-72B-Instruct/blob/main/LICENSE
range3/wikipedia-ja-20230101 : https://spdx.org/licenses/CC-BY-SA-3.0 and https://huggingface.co/datasets/range3/wikipedia-ja-20230101


	
		
	
	
		Acknowledgement
	

This research is supported by TPU Research Cloud program.
"
jaeyong2/Viet-functioncall,https://huggingface.co/datasets/jaeyong2/Viet-functioncall,"['language:vi', 'size_categories:100K<n<1M', 'format:parquet', 'modality:text', 'library:datasets', 'library:dask', 'library:mlcroissant', 'library:polars', 'region:us']","
	
		
		Development Process
	


source dataset from DataStudio/Viet-wikipedia
We used Qwen/Qwen2-72B-Instruct model to generate function.


	
		
		License
	


Qwen/Qwen2.5-72B-Instruct : https://huggingface.co/Qwen/Qwen2-72B-Instruct/blob/main/LICENSE


	
		
		Acknowledgement
	

This research is supported by TPU Research Cloud program.
"
jaeyong2/Id-functioncall,https://huggingface.co/datasets/jaeyong2/Id-functioncall,"['language:id', 'size_categories:100K<n<1M', 'format:parquet', 'modality:text', 'library:datasets', 'library:dask', 'library:mlcroissant', 'library:polars', 'region:us']","
	
		
		Development Process
	


source dataset from indonesian-nlp/wikipedia-id-20231101
We used Qwen/Qwen2-72B-Instruct model to generate function.


	
		
		License
	


Qwen/Qwen2.5-72B-Instruct : https://huggingface.co/Qwen/Qwen2-72B-Instruct/blob/main/LICENSE


	
		
		Acknowledgement
	

This research is supported by TPU Research Cloud program.
"
jaeyong2/Ko-Fairytale-keywords,https://huggingface.co/datasets/jaeyong2/Ko-Fairytale-keywords,"['size_categories:10M<n<100M', 'format:parquet', 'modality:text', 'library:datasets', 'library:dask', 'library:mlcroissant', 'library:polars', 'region:us']",
jaeyong2/Ko-Fairytale,https://huggingface.co/datasets/jaeyong2/Ko-Fairytale,"['size_categories:1M<n<10M', 'format:parquet', 'modality:text', 'library:datasets', 'library:dask', 'library:mlcroissant', 'library:polars', 'region:us']",
jaeyong2/RAG-COT-Ko,https://huggingface.co/datasets/jaeyong2/RAG-COT-Ko,"['language:ko', 'size_categories:100K<n<1M', 'format:parquet', 'modality:text', 'library:datasets', 'library:dask', 'library:mlcroissant', 'library:polars', 'region:us']","
	
		
		Development Process
	


source dataset from HAERAE-HUB/KOREAN-WEBTEXT and HAERAE-HUB/KOREAN-SyntheticText-1.5B
We used Qwen/Qwen2-72B-Instruct model to generate answer with COT.


	
		
	
	
		License
	


Qwen/Qwen2.5-72B-Instruct : https://huggingface.co/Qwen/Qwen2-72B-Instruct/blob/main/LICENSE


	
	
	
		Acknowledgement
	

This research is supported by TPU Research Cloud program.
"
jaeyong2/Ko-code-gemini-flash,https://huggingface.co/datasets/jaeyong2/Ko-code-gemini-flash,"['language:ko', 'size_categories:10K<n<100K', 'format:parquet', 'modality:text', 'library:datasets', 'library:pandas', 'library:mlcroissant', 'library:polars', 'region:us']","
	
		
		질문 : nayohan/CodeFeedback-Filtered-Instruction-ko
	


	
		
		답변 모델 : gemini-2.0-flash-thinking
	

"
jaeyong2/Ko-math-gemini-flash,https://huggingface.co/datasets/jaeyong2/Ko-math-gemini-flash,"['language:ko', 'size_categories:10K<n<100K', 'format:parquet', 'modality:text', 'library:datasets', 'library:dask', 'library:mlcroissant', 'library:polars', 'region:us']","
	
		
		참고 자료 : Aarushhh/finemath-refined
	


	
		
		생성 모델 : gemini-2.0-flash-exp
	

"
jaeyong2/RAG-COT-En_KO,https://huggingface.co/datasets/jaeyong2/RAG-COT-En_KO,"['language:ko', 'license:cdla-sharing-1.0', 'size_categories:100K<n<1M', 'format:parquet', 'modality:text', 'library:datasets', 'library:dask', 'library:mlcroissant', 'library:polars', 'region:us']","
	
		
		Development Process
	


source dataset from ohsuz/fineweb-edu-2024-10-1M and roneneldan/TinyStories
We used Qwen/Qwen2-72B-Instruct model to generate answer with COT.


	
		
		License
	


Qwen/Qwen2.5-72B-Instruct : https://huggingface.co/Qwen/Qwen2-72B-Instruct/blob/main/LICENSE
roneneldan/TinyStories : Community Data License Agreement – Sharing, Version 1.0


	
		
		Acknowledgement
	

This research is supported by TPU Research Cloud program.
"
jaeyong2/FineFineWeb-Ko,https://huggingface.co/datasets/jaeyong2/FineFineWeb-Ko,"['language:en', 'language:ko', 'license:apache-2.0', 'size_categories:10K<n<100K', 'format:parquet', 'modality:text', 'library:datasets', 'library:dask', 'library:mlcroissant', 'library:polars', 'region:us']","
	
		
		Development Process
	


source dataset from m-a-p/FineFineWeb-test
We used Qwen/Qwen2-72B-Instruct model to translate.


	
		
		License
	


Qwen/Qwen2.5-72B-Instruct : https://huggingface.co/Qwen/Qwen2-72B-Instruct/blob/main/LICENSE
m-a-p/FineFineWeb-test : https://huggingface.co/datasets/choosealicense/licenses/blob/main/markdown/apache-2.0.md


	
		
	
	
		Acknowledgement
	

This research is supported by TPU Research Cloud program.
"
